DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F05_P03.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F05_P03.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F05_P03.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F05_P03.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F05_P03.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F05_P08.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F05_P08.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F05_P08.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F05_P08.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F05_P08.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F07_P10.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F07_P10.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F07_P10.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F07_P10.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F07_P10.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F07_P11.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F07_P11.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F07_P11.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F07_P11.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F07_P11.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F07_P17.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F07_P17.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F07_P17.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F07_P17.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F07_P17.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F07_P18.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F07_P18.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F07_P18.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F07_P18.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F07_P18.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F07_P24.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F07_P24.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F07_P24.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F07_P24.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F07_P24.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F07_P25.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F07_P25.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F07_P25.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F07_P25.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F07_P25.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F08_P26.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F08_P26.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F08_P26.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F08_P26.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F08_P26.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
2017_02_10,3.0,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000517\ZSD2\100X_zstack,3500000517_100X_20170203_F08_P32.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000517\nuc_cell_segmentation,3500000517_100X_20170203_F08_P32.czi_nucWholeIndexImageScale.tiff,3500000517_100X_20170203_F08_P32.czi_cellWholeIndexImageScale.tiff,0.065,0.29,3500000517_100X_20170203_F08_P32.czi_nucWholeIndexSegScale.tiff,3500000517_100X_20170203_F08_P32.czi_cellWholeIndexSegScale.tiff,N/A ,N/A 
