Index,DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,outputCellSegIndex,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
1,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P01.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P01.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P01.czi_cellWholeIndexImageScale.tiff,01;04;05;07;,0.065,0.29,3500000416_100X_20170117_E07_P01.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P01.czi_cellWholeIndexSegScale.tiff,,
2,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P02.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P02.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P02.czi_cellWholeIndexImageScale.tiff,01;02;04;05;06;,0.065,0.29,3500000416_100X_20170117_E07_P02.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P02.czi_cellWholeIndexSegScale.tiff,,
3,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P03.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P03.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P03.czi_cellWholeIndexImageScale.tiff,01;02;04;,0.065,0.29,3500000416_100X_20170117_E07_P03.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P03.czi_cellWholeIndexSegScale.tiff,,
4,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P04.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P04.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P04.czi_cellWholeIndexImageScale.tiff,02;03;,0.065,0.29,3500000416_100X_20170117_E07_P04.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P04.czi_cellWholeIndexSegScale.tiff,,
5,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P05.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P05.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P05.czi_cellWholeIndexImageScale.tiff,02;03;04;,0.065,0.29,3500000416_100X_20170117_E07_P05.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P05.czi_cellWholeIndexSegScale.tiff,,
6,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P06.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P06.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P06.czi_cellWholeIndexImageScale.tiff,02;03;04;,0.065,0.29,3500000416_100X_20170117_E07_P06.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P06.czi_cellWholeIndexSegScale.tiff,,
7,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P07.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P07.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P07.czi_cellWholeIndexImageScale.tiff,02;03;04;,0.065,0.29,3500000416_100X_20170117_E07_P07.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P07.czi_cellWholeIndexSegScale.tiff,,
8,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P08.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P08.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P08.czi_cellWholeIndexImageScale.tiff,02;03;04;05;07;,0.065,0.29,3500000416_100X_20170117_E07_P08.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P08.czi_cellWholeIndexSegScale.tiff,,
9,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P09.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P09.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P09.czi_cellWholeIndexImageScale.tiff,01;03;04;05;06;,0.065,0.29,3500000416_100X_20170117_E07_P09.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P09.czi_cellWholeIndexSegScale.tiff,,
10,2017_02_10,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000416\ZSD2\100X_zstack,3500000416_100X_20170117_E07_P10.czi,0.108,0.29,1,3,2,Fibrillarin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\3500000416\nuc_cell_segmentation,3500000416_100X_20170117_E07_P10.czi_nucWholeIndexImageScale.tiff,3500000416_100X_20170117_E07_P10.czi_cellWholeIndexImageScale.tiff,01;,0.065,0.29,3500000416_100X_20170117_E07_P10.czi_nucWholeIndexSegScale.tiff,3500000416_100X_20170117_E07_P10.czi_cellWholeIndexSegScale.tiff,,
