Index,DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,outputCellSegIndex,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
1,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_001.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_001.czi_nucWholeIndex.tiff,20170127_I01_001.czi_cellWholeIndex.tiff,02;03;04;05;,0.065,0.29,20170127_I01_001.czi_nucWholeIndex.tiff,20170127_I01_001.czi_cellWholeIndex.tiff,,
2,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_002.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_002.czi_nucWholeIndex.tiff,20170127_I01_002.czi_cellWholeIndex.tiff,01;02;05;06;,0.065,0.29,20170127_I01_002.czi_nucWholeIndex.tiff,20170127_I01_002.czi_cellWholeIndex.tiff,,
3,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_003.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_003.czi_nucWholeIndex.tiff,20170127_I01_003.czi_cellWholeIndex.tiff,01;02;03;04;05;06;,0.065,0.29,20170127_I01_003.czi_nucWholeIndex.tiff,20170127_I01_003.czi_cellWholeIndex.tiff,,
4,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_004.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_004.czi_nucWholeIndex.tiff,20170127_I01_004.czi_cellWholeIndex.tiff,01;02;03;,0.065,0.29,20170127_I01_004.czi_nucWholeIndex.tiff,20170127_I01_004.czi_cellWholeIndex.tiff,,
5,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_005.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_005.czi_nucWholeIndex.tiff,20170127_I01_005.czi_cellWholeIndex.tiff,03;04;05;06;07;08;09;,0.065,0.29,20170127_I01_005.czi_nucWholeIndex.tiff,20170127_I01_005.czi_cellWholeIndex.tiff,,
6,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_006.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_006.czi_nucWholeIndex.tiff,20170127_I01_006.czi_cellWholeIndex.tiff,01;02;03;04;,0.065,0.29,20170127_I01_006.czi_nucWholeIndex.tiff,20170127_I01_006.czi_cellWholeIndex.tiff,,
7,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_008.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_008.czi_nucWholeIndex.tiff,20170127_I01_008.czi_cellWholeIndex.tiff,01;02;03;04;05;06;,0.065,0.29,20170127_I01_008.czi_nucWholeIndex.tiff,20170127_I01_008.czi_cellWholeIndex.tiff,,
8,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_010.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_010.czi_nucWholeIndex.tiff,20170127_I01_010.czi_cellWholeIndex.tiff,01;04;05;06;,0.065,0.29,20170127_I01_010.czi_nucWholeIndex.tiff,20170127_I01_010.czi_cellWholeIndex.tiff,,
9,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_011.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_011.czi_nucWholeIndex.tiff,20170127_I01_011.czi_cellWholeIndex.tiff,02;03;04;,0.065,0.29,20170127_I01_011.czi_nucWholeIndex.tiff,20170127_I01_011.czi_cellWholeIndex.tiff,,
10,2017_02_10,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Irina\2017\20170127,20170127_I01_012.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_10_Nuc_Cell_Seg_For_Release_Group_1\20170127_I01\nuc_cell_segmentation,20170127_I01_012.czi_nucWholeIndex.tiff,20170127_I01_012.czi_cellWholeIndex.tiff,01;02;04;06;07;,0.065,0.29,20170127_I01_012.czi_nucWholeIndex.tiff,20170127_I01_012.czi_cellWholeIndex.tiff,,
