Index,DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,outputCellSegIndex,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
1,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_001.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_001.czi_nucWholeIndex.tiff,20161220_S01_001.czi_cellWholeIndex.tiff,4;5;,0.065,0.29,20161220_S01_001.czi_nucWholeIndex.tiff,20161220_S01_001.czi_cellWholeIndex.tiff,,
2,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_004.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_004.czi_nucWholeIndex.tiff,20161220_S01_004.czi_cellWholeIndex.tiff,3;,0.065,0.29,20161220_S01_004.czi_nucWholeIndex.tiff,20161220_S01_004.czi_cellWholeIndex.tiff,,
3,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_005.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_005.czi_nucWholeIndex.tiff,20161220_S01_005.czi_cellWholeIndex.tiff,2;3;4;5;6;,0.065,0.29,20161220_S01_005.czi_nucWholeIndex.tiff,20161220_S01_005.czi_cellWholeIndex.tiff,,
4,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_006.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_006.czi_nucWholeIndex.tiff,20161220_S01_006.czi_cellWholeIndex.tiff,1;2;3;4;,0.065,0.29,20161220_S01_006.czi_nucWholeIndex.tiff,20161220_S01_006.czi_cellWholeIndex.tiff,,
5,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_007.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_007.czi_nucWholeIndex.tiff,20161220_S01_007.czi_cellWholeIndex.tiff,1;2;3;4;5;,0.065,0.29,20161220_S01_007.czi_nucWholeIndex.tiff,20161220_S01_007.czi_cellWholeIndex.tiff,,
6,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_008.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_008.czi_nucWholeIndex.tiff,20161220_S01_008.czi_cellWholeIndex.tiff,1;3;4;6;7;,0.065,0.29,20161220_S01_008.czi_nucWholeIndex.tiff,20161220_S01_008.czi_cellWholeIndex.tiff,,
7,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_009.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_009.czi_nucWholeIndex.tiff,20161220_S01_009.czi_cellWholeIndex.tiff,2;4;5;6;,0.065,0.29,20161220_S01_009.czi_nucWholeIndex.tiff,20161220_S01_009.czi_cellWholeIndex.tiff,,
8,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_012.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_012.czi_nucWholeIndex.tiff,20161220_S01_012.czi_cellWholeIndex.tiff,1;2;3;5;,0.065,0.29,20161220_S01_012.czi_nucWholeIndex.tiff,20161220_S01_012.czi_cellWholeIndex.tiff,,
9,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_013.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_013.czi_nucWholeIndex.tiff,20161220_S01_013.czi_cellWholeIndex.tiff,2;3;,0.065,0.29,20161220_S01_013.czi_nucWholeIndex.tiff,20161220_S01_013.czi_cellWholeIndex.tiff,,
10,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_014.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_014.czi_nucWholeIndex.tiff,20161220_S01_014.czi_cellWholeIndex.tiff,4;7;,0.065,0.29,20161220_S01_014.czi_nucWholeIndex.tiff,20161220_S01_014.czi_cellWholeIndex.tiff,,
11,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_016.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_016.czi_nucWholeIndex.tiff,20161220_S01_016.czi_cellWholeIndex.tiff,2;4;,0.065,0.29,20161220_S01_016.czi_nucWholeIndex.tiff,20161220_S01_016.czi_cellWholeIndex.tiff,,
12,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_017.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_017.czi_nucWholeIndex.tiff,20161220_S01_017.czi_cellWholeIndex.tiff,1;2;4;5;,0.065,0.29,20161220_S01_017.czi_nucWholeIndex.tiff,20161220_S01_017.czi_cellWholeIndex.tiff,,
13,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_018.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_018.czi_nucWholeIndex.tiff,20161220_S01_018.czi_cellWholeIndex.tiff,4;5;6;7;8;,0.065,0.29,20161220_S01_018.czi_nucWholeIndex.tiff,20161220_S01_018.czi_cellWholeIndex.tiff,,
14,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_020.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_020.czi_nucWholeIndex.tiff,20161220_S01_020.czi_cellWholeIndex.tiff,2;5;7;8;,0.065,0.29,20161220_S01_020.czi_nucWholeIndex.tiff,20161220_S01_020.czi_cellWholeIndex.tiff,,
15,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_021.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_021.czi_nucWholeIndex.tiff,20161220_S01_021.czi_cellWholeIndex.tiff,2;3;4;5;6;,0.065,0.29,20161220_S01_021.czi_nucWholeIndex.tiff,20161220_S01_021.czi_cellWholeIndex.tiff,,
16,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_022.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_022.czi_nucWholeIndex.tiff,20161220_S01_022.czi_cellWholeIndex.tiff,4;5;6;,0.065,0.29,20161220_S01_022.czi_nucWholeIndex.tiff,20161220_S01_022.czi_cellWholeIndex.tiff,,
17,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_023.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_023.czi_nucWholeIndex.tiff,20161220_S01_023.czi_cellWholeIndex.tiff,1;2;3;4;5;,0.065,0.29,20161220_S01_023.czi_nucWholeIndex.tiff,20161220_S01_023.czi_cellWholeIndex.tiff,,
18,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_024.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_024.czi_nucWholeIndex.tiff,20161220_S01_024.czi_cellWholeIndex.tiff,2;3;4;5;,0.065,0.29,20161220_S01_024.czi_nucWholeIndex.tiff,20161220_S01_024.czi_cellWholeIndex.tiff,,
19,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_025.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_025.czi_nucWholeIndex.tiff,20161220_S01_025.czi_cellWholeIndex.tiff,1;,0.065,0.29,20161220_S01_025.czi_nucWholeIndex.tiff,20161220_S01_025.czi_cellWholeIndex.tiff,,
20,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_026.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_026.czi_nucWholeIndex.tiff,20161220_S01_026.czi_cellWholeIndex.tiff,1;3;,0.065,0.29,20161220_S01_026.czi_nucWholeIndex.tiff,20161220_S01_026.czi_cellWholeIndex.tiff,,
21,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_027.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_027.czi_nucWholeIndex.tiff,20161220_S01_027.czi_cellWholeIndex.tiff,4;6;,0.065,0.29,20161220_S01_027.czi_nucWholeIndex.tiff,20161220_S01_027.czi_cellWholeIndex.tiff,,
22,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_029.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_029.czi_nucWholeIndex.tiff,20161220_S01_029.czi_cellWholeIndex.tiff,3;4;5;9;,0.065,0.29,20161220_S01_029.czi_nucWholeIndex.tiff,20161220_S01_029.czi_cellWholeIndex.tiff,,
23,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_030.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_030.czi_nucWholeIndex.tiff,20161220_S01_030.czi_cellWholeIndex.tiff,1;3;,0.065,0.29,20161220_S01_030.czi_nucWholeIndex.tiff,20161220_S01_030.czi_cellWholeIndex.tiff,,
24,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_033.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_033.czi_nucWholeIndex.tiff,20161220_S01_033.czi_cellWholeIndex.tiff,1;3;,0.065,0.29,20161220_S01_033.czi_nucWholeIndex.tiff,20161220_S01_033.czi_cellWholeIndex.tiff,,
25,2017_02_17,3,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20161220,20161220_S01_034.czi,0.065,0.29,1,3,2,Desmoplakin,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\20161220_S01\nuc_cell_segmentation,20161220_S01_034.czi_nucWholeIndex.tiff,20161220_S01_034.czi_cellWholeIndex.tiff,1;,0.065,0.29,20161220_S01_034.czi_nucWholeIndex.tiff,20161220_S01_034.czi_cellWholeIndex.tiff,,
